country,year,type,value
Canada,2014,male_suicide,18.7
Canada,2014,female_suicide,6.8
Canada,2013,both_suicide,12.1
Canada,2013,male_suicide,17.9
Canada,2013,female_suicide,6.4
Canada,2012,both_suicide,11.8
Canada,2012,male_suicide,17.5
Canada,2012,female_suicide,6.2
Canada,2011,both_suicide,11.3
Canada,2011,male_suicide,16.5
Canada,2011,female_suicide,6.1
Canada,2010,both_suicide,12.1
Canada,2010,male_suicide,17.8
Canada,2010,female_suicide,6.4
Canada,2009,both_suicide,12
Canada,2009,male_suicide,18.1
Canada,2009,female_suicide,5.9
Canada,2008,both_suicide,11.5
Canada,2008,male_suicide,17.1
Canada,2008,female_suicide,6.1
Canada,2007,both_suicide,11.5
Canada,2007,male_suicide,17
Canada,2007,female_suicide,6.1
Canada,2006,both_suicide,11.2
Canada,2006,male_suicide,16.9
Canada,2006,female_suicide,5.7
Canada,2005,both_suicide,12.2
Canada,2005,male_suicide,18.2
Canada,2005,female_suicide,6.2
Canada,2004,both_suicide,11.7
Canada,2004,male_suicide,17.4
Canada,2004,female_suicide,6.1
Canada,2003,both_suicide,12.4
Canada,2003,male_suicide,18.8
Canada,2003,female_suicide,6.2
Canada,2002,both_suicide,11.9
Canada,2002,male_suicide,18.4
Canada,2002,female_suicide,5.7
Canada,2001,both_suicide,12.2
Canada,2001,male_suicide,18.8
Canada,2001,female_suicide,5.9
Canada,2000,both_suicide,11.9
Canada,2000,male_suicide,18.3
Canada,2000,female_suicide,5.7
Central African Rep.,2019,both_suicide,12.3
Central African Rep.,2019,male_suicide,19.6
Central African Rep.,2019,female_suicide,5.2
Central African Rep.,2018,both_suicide,12.8
Central African Rep.,2018,male_suicide,20.4
Central African Rep.,2018,female_suicide,5.3
Central African Rep.,2017,both_suicide,14.3
Central African Rep.,2017,male_suicide,23.4
Central African Rep.,2017,female_suicide,5.4
Central African Rep.,2016,both_suicide,13.7
Central African Rep.,2016,male_suicide,22.2
Central African Rep.,2016,female_suicide,5.4
Central African Rep.,2015,both_suicide,14.4
Central African Rep.,2015,male_suicide,23.1
Central African Rep.,2015,female_suicide,5.9
Central African Rep.,2014,both_suicide,15.6
Central African Rep.,2014,male_suicide,25.4
Central African Rep.,2014,female_suicide,5.9
Central African Rep.,2013,both_suicide,14.9
Central African Rep.,2013,male_suicide,23.7
Central African Rep.,2013,female_suicide,6.3
Central African Rep.,2012,both_suicide,14.7
Central African Rep.,2012,male_suicide,23
Central African Rep.,2012,female_suicide,6.6
Central African Rep.,2011,both_suicide,15.4
Central African Rep.,2011,male_suicide,23.8
Central African Rep.,2011,female_suicide,7.1
Central African Rep.,2010,both_suicide,15.8
Central African Rep.,2010,male_suicide,24.3
Central African Rep.,2010,female_suicide,7.4
Central African Rep.,2009,both_suicide,16
Central African Rep.,2009,male_suicide,24.7
Central African Rep.,2009,female_suicide,7.4
Central African Rep.,2008,both_suicide,15.1
Central African Rep.,2008,male_suicide,23.4
Central African Rep.,2008,female_suicide,6.9
Central African Rep.,2007,both_suicide,15.4
Central African Rep.,2007,male_suicide,23.8
Central African Rep.,2007,female_suicide,7.2
Central African Rep.,2006,both_suicide,15.7
Central African Rep.,2006,male_suicide,24.2
Central African Rep.,2006,female_suicide,7.5
Central African Rep.,2005,both_suicide,15.1
Central African Rep.,2005,male_suicide,23.2
Central African Rep.,2005,female_suicide,7.2
Central African Rep.,2004,both_suicide,15.7
Central African Rep.,2004,male_suicide,24
Central African Rep.,2004,female_suicide,7.6
Central African Rep.,2003,both_suicide,16.4
Central African Rep.,2003,male_suicide,25
Central African Rep.,2003,female_suicide,8.1
Central African Rep.,2002,both_suicide,17.4
Central African Rep.,2002,male_suicide,26.5
Central African Rep.,2002,female_suicide,8.6
Central African Rep.,2001,both_suicide,17.7
Central African Rep.,2001,male_suicide,27
Central African Rep.,2001,female_suicide,8.7
Central African Rep.,2000,both_suicide,19
Central African Rep.,2000,male_suicide,29
Central African Rep.,2000,female_suicide,9.4
Chad,2019,both_suicide,6.4
Chad,2019,male_suicide,9.6
Chad,2019,female_suicide,3.3
Chad,2018,both_suicide,6.6
Chad,2018,male_suicide,9.8
Chad,2018,female_suicide,3.4
Chad,2017,both_suicide,6.7
Chad,2017,male_suicide,9.9
Chad,2017,female_suicide,3.6
Chad,2016,both_suicide,6.7
Chad,2016,male_suicide,9.8
Chad,2016,female_suicide,3.5
Chad,2015,both_suicide,6.8
Chad,2015,male_suicide,10
Chad,2015,female_suicide,3.5
Chad,2014,both_suicide,7.1
Chad,2014,male_suicide,10.5
Chad,2014,female_suicide,3.7
Chad,2013,both_suicide,7.4
Chad,2013,male_suicide,10.9
Chad,2013,female_suicide,3.8
Chad,2012,both_suicide,7.6
Chad,2012,male_suicide,11.2
Chad,2012,female_suicide,3.9
Chad,2011,both_suicide,7.7
Chad,2011,male_suicide,11.5
Chad,2011,female_suicide,3.9
Chad,2010,both_suicide,7.7
Chad,2010,male_suicide,11.6
Chad,2010,female_suicide,3.8
Chad,2009,both_suicide,7.6
Chad,2009,male_suicide,11.4
Chad,2009,female_suicide,3.8
Chad,2008,both_suicide,7.5
Chad,2008,male_suicide,11.3
Chad,2008,female_suicide,3.8
Chad,2007,both_suicide,7.7
Chad,2007,male_suicide,11.6
Chad,2007,female_suicide,3.8
Chad,2006,both_suicide,7.5
Chad,2006,male_suicide,11.3
Chad,2006,female_suicide,3.6
Chad,2005,both_suicide,7.5
Chad,2005,male_suicide,11.4
Chad,2005,female_suicide,3.7
Chad,2004,both_suicide,7.5
Chad,2004,male_suicide,11.4
Chad,2004,female_suicide,3.7
Chad,2003,both_suicide,7.8
Chad,2003,male_suicide,11.6
Chad,2003,female_suicide,3.9
Chad,2002,both_suicide,7.7
Chad,2002,male_suicide,11.5
Chad,2002,female_suicide,3.9
Chad,2001,both_suicide,7.8
Chad,2001,male_suicide,11.7
Chad,2001,female_suicide,3.9
Chad,2000,both_suicide,7.8
Chad,2000,male_suicide,11.8
Chad,2000,female_suicide,3.9
Chile,2019,both_suicide,9
Chile,2019,male_suicide,14.9
Chile,2019,female_suicide,3.2
Chile,2018,both_suicide,8.8
Chile,2018,male_suicide,14.6
Chile,2018,female_suicide,3.2
Chile,2017,both_suicide,9.3
Chile,2017,male_suicide,15.5
Chile,2017,female_suicide,3.2
Chile,2016,both_suicide,10
Chile,2016,male_suicide,16.8
Chile,2016,female_suicide,3.4
Chile,2015,both_suicide,10
Chile,2015,male_suicide,16
Chile,2015,female_suicide,4.1
Chile,2014,both_suicide,9.9
Chile,2014,male_suicide,16.4
Chile,2014,female_suicide,3.5
Chile,2013,both_suicide,9.8
Chile,2013,male_suicide,16.2
Chile,2013,female_suicide,3.6
Chile,2012,both_suicide,10.5
Chile,2012,male_suicide,17.5
Chile,2012,female_suicide,3.8
Chile,2011,both_suicide,11.7
Chile,2011,male_suicide,19.4
Chile,2011,female_suicide,4.2
Chile,2010,both_suicide,11.6
Chile,2010,male_suicide,19.1
Chile,2010,female_suicide,4.4
Chile,2009,both_suicide,12.7
Chile,2009,male_suicide,20.6
Chile,2009,female_suicide,5
Chile,2008,both_suicide,12.2
Chile,2008,male_suicide,19.9
Chile,2008,female_suicide,4.8
Chile,2007,both_suicide,11
Chile,2007,male_suicide,18
Chile,2007,female_suicide,4.2
Chile,2006,both_suicide,10
Chile,2006,male_suicide,16.9
Chile,2006,female_suicide,3.4
Chile,2005,both_suicide,9.7
Chile,2005,male_suicide,16.3
Chile,2005,female_suicide,3.2
Chile,2004,both_suicide,10.1
Chile,2004,male_suicide,17.4
Chile,2004,female_suicide,3.1
Chile,2003,both_suicide,9.7
Chile,2003,male_suicide,16.7
Chile,2003,female_suicide,3
Chile,2002,both_suicide,9.6
Chile,2002,male_suicide,16.5
Chile,2002,female_suicide,3
Chile,2001,both_suicide,10.3
Chile,2001,male_suicide,17.9
Chile,2001,female_suicide,2.9
Chile,2000,both_suicide,10.3
Chile,2000,male_suicide,17.9
Chile,2000,female_suicide,2.9
China,2019,both_suicide,8.1
China,2019,male_suicide,9.8
China,2019,female_suicide,6.2
China,2018,both_suicide,8.1
China,2018,male_suicide,9.9
China,2018,female_suicide,6.3
China,2017,both_suicide,8.1
China,2017,male_suicide,9.9
China,2017,female_suicide,6.3
China,2016,both_suicide,8.2
China,2016,male_suicide,9.9
China,2016,female_suicide,6.3
China,2015,both_suicide,8.1
China,2015,male_suicide,9.8
China,2015,female_suicide,6.4
China,2014,both_suicide,8.4
China,2014,male_suicide,10
China,2014,female_suicide,6.7
China,2013,both_suicide,8.6
China,2013,male_suicide,10.1
China,2013,female_suicide,7
China,2012,both_suicide,9
China,2012,male_suicide,10.5
China,2012,female_suicide,7.4
China,2011,both_suicide,9.6
China,2011,male_suicide,11
China,2011,female_suicide,8.1
China,2010,both_suicide,10.2
China,2010,male_suicide,11.7
China,2010,female_suicide,8.7
China,2009,both_suicide,10.7
China,2009,male_suicide,12
China,2009,female_suicide,9.3
China,2008,both_suicide,11.1
China,2008,male_suicide,12.3
China,2008,female_suicide,9.8
China,2007,both_suicide,11.5
China,2007,male_suicide,12.5
China,2007,female_suicide,10.4
China,2006,both_suicide,12.1
China,2006,male_suicide,13
China,2006,female_suicide,11.2
China,2005,both_suicide,12.9
China,2005,male_suicide,13.8
China,2005,female_suicide,11.9
China,2004,both_suicide,13.3
China,2004,male_suicide,14.2
China,2004,female_suicide,12.3
China,2003,both_suicide,12.8
China,2003,male_suicide,13.7
China,2003,female_suicide,11.8
China,2002,both_suicide,12.2
China,2002,male_suicide,12.9
China,2002,female_suicide,11.4
China,2001,both_suicide,12.9
China,2001,male_suicide,13
China,2001,female_suicide,12.8
China,2000,both_suicide,14.3
China,2000,male_suicide,13.9
China,2000,female_suicide,14.7
Colombia,2019,both_suicide,3.9
Colombia,2019,male_suicide,6.1
Colombia,2019,female_suicide,1.8
Colombia,2018,both_suicide,4
Colombia,2018,male_suicide,6.4
Colombia,2018,female_suicide,1.7
Colombia,2017,both_suicide,4.7
Colombia,2017,male_suicide,7.6
Colombia,2017,female_suicide,1.9
Colombia,2016,both_suicide,4.2
Colombia,2016,male_suicide,6.9
Colombia,2016,female_suicide,1.6
Colombia,2015,both_suicide,4.1
Colombia,2015,male_suicide,6.5
Colombia,2015,female_suicide,1.9
Colombia,2014,both_suicide,3.8
Colombia,2014,male_suicide,6.2
Colombia,2014,female_suicide,1.4
Colombia,2013,both_suicide,3.7
Colombia,2013,male_suicide,5.9
Colombia,2013,female_suicide,1.5
Colombia,2012,both_suicide,3.8
Colombia,2012,male_suicide,6.2
Colombia,2012,female_suicide,1.5
Colombia,2011,both_suicide,3.7
Colombia,2011,male_suicide,5.9
Colombia,2011,female_suicide,1.5
Colombia,2010,both_suicide,3.8
Colombia,2010,male_suicide,6.2
Colombia,2010,female_suicide,1.5
Colombia,2009,both_suicide,4.1
Colombia,2009,male_suicide,6.5
Colombia,2009,female_suicide,1.8
Colombia,2008,both_suicide,4.2
Colombia,2008,male_suicide,6.6
Colombia,2008,female_suicide,1.8
Colombia,2007,both_suicide,4.1
Colombia,2007,male_suicide,6.5
Colombia,2007,female_suicide,1.9
Colombia,2006,both_suicide,4.1
Colombia,2006,male_suicide,6.4
Colombia,2006,female_suicide,1.9
Colombia,2005,both_suicide,4.1
Colombia,2005,male_suicide,6.4
Colombia,2005,female_suicide,2
Colombia,2004,both_suicide,4.5
Colombia,2004,male_suicide,6.8
Colombia,2004,female_suicide,2.2
Colombia,2003,both_suicide,4.6
Colombia,2003,male_suicide,6.7
Colombia,2003,female_suicide,2.5
Colombia,2002,both_suicide,4.7
Colombia,2002,male_suicide,7.1
Colombia,2002,female_suicide,2.4
Colombia,2001,both_suicide,4.9
Colombia,2001,male_suicide,7.5
Colombia,2001,female_suicide,2.5
Colombia,2000,both_suicide,5
Colombia,2000,male_suicide,7.5
Colombia,2000,female_suicide,2.6
Comoros,2019,both_suicide,5.4
Comoros,2019,male_suicide,7
Comoros,2019,female_suicide,3.8
Comoros,2018,both_suicide,5.4
Comoros,2018,male_suicide,6.9
Comoros,2018,female_suicide,3.8
Comoros,2017,both_suicide,5.4
Comoros,2017,male_suicide,7
Comoros,2017,female_suicide,3.8
Comoros,2016,both_suicide,5.5
Comoros,2016,male_suicide,7.1
Comoros,2016,female_suicide,3.9
Comoros,2015,both_suicide,5.5
Comoros,2015,male_suicide,7.1
Comoros,2015,female_suicide,3.9
Comoros,2014,both_suicide,5.5
Comoros,2014,male_suicide,7.1
Comoros,2014,female_suicide,3.9
Comoros,2013,both_suicide,5.2
Comoros,2013,male_suicide,6.5
Comoros,2013,female_suicide,3.8
Comoros,2012,both_suicide,5.2
Comoros,2012,male_suicide,6.6
Comoros,2012,female_suicide,3.9
Comoros,2011,both_suicide,5.1
Comoros,2011,male_suicide,6.3
Comoros,2011,female_suicide,3.9
Comoros,2010,both_suicide,5.6
Comoros,2010,male_suicide,7
Comoros,2010,female_suicide,4.1
Comoros,2009,both_suicide,5
Comoros,2009,male_suicide,6.2
Comoros,2009,female_suicide,3.8
Comoros,2008,both_suicide,5.4
Comoros,2008,male_suicide,6.8
Comoros,2008,female_suicide,3.9
Comoros,2007,both_suicide,5.3
Comoros,2007,male_suicide,6.6
Comoros,2007,female_suicide,3.9
Comoros,2006,both_suicide,5.4
Comoros,2006,male_suicide,6.6
Comoros,2006,female_suicide,4.1
Comoros,2005,both_suicide,5.4
Comoros,2005,male_suicide,6.6
Comoros,2005,female_suicide,4.1
Comoros,2004,both_suicide,5.5
Comoros,2004,male_suicide,6.8
Comoros,2004,female_suicide,4.2
Comoros,2003,both_suicide,5.8
Comoros,2003,male_suicide,7.1
Comoros,2003,female_suicide,4.4
Comoros,2002,both_suicide,5.9
Comoros,2002,male_suicide,7.4
Comoros,2002,female_suicide,4.5
Comoros,2001,both_suicide,6.2
Comoros,2001,male_suicide,7.7
Comoros,2001,female_suicide,4.6
Comoros,2000,both_suicide,6.3
Comoros,2000,male_suicide,8
Comoros,2000,female_suicide,4.6
Congo,2019,both_suicide,6.5
Congo,2019,male_suicide,9.5
Congo,2019,female_suicide,3.5
Congo,2018,both_suicide,6.5
Congo,2018,male_suicide,9.3
Congo,2018,female_suicide,3.6
Congo,2017,both_suicide,6.6
Congo,2017,male_suicide,9.3
Congo,2017,female_suicide,3.9
Congo,2016,both_suicide,6.7
Congo,2016,male_suicide,9.5
Congo,2016,female_suicide,4
Congo,2015,both_suicide,6.8
Congo,2015,male_suicide,9.4
Congo,2015,female_suicide,4.2
Congo,2014,both_suicide,7.5
Congo,2014,male_suicide,10.1
Congo,2014,female_suicide,5
Congo,2013,both_suicide,8.2
Congo,2013,male_suicide,11
Congo,2013,female_suicide,5.3
Congo,2012,both_suicide,8.9
Congo,2012,male_suicide,11.8
Congo,2012,female_suicide,6
Congo,2011,both_suicide,8.7
Congo,2011,male_suicide,11.5
Congo,2011,female_suicide,5.9
Congo,2010,both_suicide,9
Congo,2010,male_suicide,11.6
Congo,2010,female_suicide,6.4
Congo,2009,both_suicide,9.3
Congo,2009,male_suicide,12
Congo,2009,female_suicide,6.7
Congo,2008,both_suicide,8.9
Congo,2008,male_suicide,11.6
Congo,2008,female_suicide,6.3
Congo,2007,both_suicide,9.3
Congo,2007,male_suicide,12
Congo,2007,female_suicide,6.6
Congo,2006,both_suicide,9.6
Congo,2006,male_suicide,12.4
Congo,2006,female_suicide,7
Congo,2005,both_suicide,9.7
Congo,2005,male_suicide,12.6
Congo,2005,female_suicide,6.8
Congo,2004,both_suicide,10.2
Congo,2004,male_suicide,13.5
Congo,2004,female_suicide,6.9
Congo,2003,both_suicide,10.1
Congo,2003,male_suicide,13.7
Congo,2003,female_suicide,6.7
Congo,2002,both_suicide,11
Congo,2002,male_suicide,15.2
Congo,2002,female_suicide,7
Congo,2001,both_suicide,12.4
Congo,2001,male_suicide,17.3
Congo,2001,female_suicide,7.7
Congo,2000,both_suicide,14.5
Congo,2000,male_suicide,20.1
Congo,2000,female_suicide,8.9
Costa Rica,2019,both_suicide,8.1
Costa Rica,2019,male_suicide,14.1
Costa Rica,2019,female_suicide,2
Costa Rica,2018,both_suicide,7.2
Costa Rica,2018,male_suicide,12.2
Costa Rica,2018,female_suicide,2.2
Costa Rica,2017,both_suicide,6.1
Costa Rica,2017,male_suicide,9.9
Costa Rica,2017,female_suicide,2.3
Costa Rica,2016,both_suicide,7.7
Costa Rica,2016,male_suicide,13
Costa Rica,2016,female_suicide,2.3
Costa Rica,2015,both_suicide,6.7
Costa Rica,2015,male_suicide,11.2
Costa Rica,2015,female_suicide,2.3
Costa Rica,2014,both_suicide,5.6
Costa Rica,2014,male_suicide,9.3
Costa Rica,2014,female_suicide,1.9
Costa Rica,2013,both_suicide,6.7
Costa Rica,2013,male_suicide,11.7
Costa Rica,2013,female_suicide,1.8
Costa Rica,2012,both_suicide,6.6
Costa Rica,2012,male_suicide,11.2
Costa Rica,2012,female_suicide,1.9
Costa Rica,2011,both_suicide,6.9
Costa Rica,2011,male_suicide,11.4
Costa Rica,2011,female_suicide,2.4
Costa Rica,2010,both_suicide,6.9
Costa Rica,2010,male_suicide,11.8
Costa Rica,2010,female_suicide,2
Costa Rica,2009,both_suicide,5.6
Costa Rica,2009,male_suicide,9.5
Costa Rica,2009,female_suicide,1.8
Costa Rica,2008,both_suicide,5.5
Costa Rica,2008,male_suicide,9.4
Costa Rica,2008,female_suicide,1.6
Costa Rica,2007,both_suicide,5.7
Costa Rica,2007,male_suicide,9.4
Costa Rica,2007,female_suicide,1.9
Costa Rica,2006,both_suicide,8.4
Costa Rica,2006,male_suicide,14.1
Costa Rica,2006,female_suicide,2.8
Costa Rica,2005,both_suicide,6.6
Costa Rica,2005,male_suicide,11.1
Costa Rica,2005,female_suicide,2
Costa Rica,2004,both_suicide,8.1
Costa Rica,2004,male_suicide,13.9
Costa Rica,2004,female_suicide,2.3
Costa Rica,2003,both_suicide,7.9
Costa Rica,2003,male_suicide,13
Costa Rica,2003,female_suicide,2.6
Costa Rica,2002,both_suicide,7
Costa Rica,2002,male_suicide,11.9
Costa Rica,2002,female_suicide,2
Costa Rica,2001,both_suicide,5.2
Costa Rica,2001,male_suicide,8.9
Costa Rica,2001,female_suicide,1.5
Costa Rica,2000,both_suicide,6.4
Costa Rica,2000,male_suicide,11.3
Costa Rica,2000,female_suicide,1.5
Côte d'Ivoire,2019,both_suicide,8.9
Côte d'Ivoire,2019,male_suicide,14.9
Côte d'Ivoire,2019,female_suicide,2.8
Côte d'Ivoire,2018,both_suicide,9
Côte d'Ivoire,2018,male_suicide,15
Côte d'Ivoire,2018,female_suicide,2.8
Côte d'Ivoire,2017,both_suicide,9.2
Côte d'Ivoire,2017,male_suicide,15.4
Côte d'Ivoire,2017,female_suicide,2.9
Côte d'Ivoire,2016,both_suicide,9.6
Côte d'Ivoire,2016,male_suicide,15.9
Côte d'Ivoire,2016,female_suicide,3.1
Côte d'Ivoire,2015,both_suicide,10
Côte d'Ivoire,2015,male_suicide,16.6
Côte d'Ivoire,2015,female_suicide,3.3
Côte d'Ivoire,2014,both_suicide,10.5
Côte d'Ivoire,2014,male_suicide,17.4
Côte d'Ivoire,2014,female_suicide,3.5
Côte d'Ivoire,2013,both_suicide,11.1
Côte d'Ivoire,2013,male_suicide,18.2
Côte d'Ivoire,2013,female_suicide,3.8
Côte d'Ivoire,2012,both_suicide,11.3
Côte d'Ivoire,2012,male_suicide,18.5
Côte d'Ivoire,2012,female_suicide,3.9
Côte d'Ivoire,2011,both_suicide,11.1
Côte d'Ivoire,2011,male_suicide,18.1
Côte d'Ivoire,2011,female_suicide,3.9
Côte d'Ivoire,2010,both_suicide,11.4
Côte d'Ivoire,2010,male_suicide,18.1
Côte d'Ivoire,2010,female_suicide,4.5
Côte d'Ivoire,2009,both_suicide,11
Côte d'Ivoire,2009,male_suicide,17.5
Côte d'Ivoire,2009,female_suicide,4.2
Côte d'Ivoire,2008,both_suicide,10.6
Côte d'Ivoire,2008,male_suicide,17.3
Côte d'Ivoire,2008,female_suicide,3.8
Côte d'Ivoire,2007,both_suicide,11.5
Côte d'Ivoire,2007,male_suicide,18.5
Côte d'Ivoire,2007,female_suicide,4.2
Côte d'Ivoire,2006,both_suicide,11.6
Côte d'Ivoire,2006,male_suicide,18.7
Côte d'Ivoire,2006,female_suicide,4.2
Côte d'Ivoire,2005,both_suicide,11.5
Côte d'Ivoire,2005,male_suicide,18.8
Côte d'Ivoire,2005,female_suicide,3.8
Côte d'Ivoire,2004,both_suicide,12.1
Côte d'Ivoire,2004,male_suicide,19.7
Côte d'Ivoire,2004,female_suicide,4
Côte d'Ivoire,2003,both_suicide,12.4
Côte d'Ivoire,2003,male_suicide,20.1
Côte d'Ivoire,2003,female_suicide,4.4
Côte d'Ivoire,2002,both_suicide,12.7
Côte d'Ivoire,2002,male_suicide,20.4
Côte d'Ivoire,2002,female_suicide,4.5
Côte d'Ivoire,2001,both_suicide,13.3
Côte d'Ivoire,2001,male_suicide,21.3
Côte d'Ivoire,2001,female_suicide,4.8
Côte d'Ivoire,2000,both_suicide,14.1
Côte d'Ivoire,2000,male_suicide,22.5
Côte d'Ivoire,2000,female_suicide,5.2
Croatia,2019,both_suicide,16.4
Croatia,2019,male_suicide,25.3
Croatia,2019,female_suicide,8.1
Croatia,2018,both_suicide,16.4
Croatia,2018,male_suicide,25.3
Croatia,2018,female_suicide,8.1
Croatia,2017,both_suicide,15.7
Croatia,2017,male_suicide,24.4
Croatia,2017,female_suicide,7.6
Croatia,2016,both_suicide,16.4
Croatia,2016,male_suicide,25.7
Croatia,2016,female_suicide,7.8
Croatia,2015,both_suicide,17.6
Croatia,2015,male_suicide,26.7
Croatia,2015,female_suicide,9.2
Croatia,2014,both_suicide,17.3
Croatia,2014,male_suicide,26.5
Croatia,2014,female_suicide,8.7
Croatia,2013,both_suicide,16.5
Croatia,2013,male_suicide,26.8
Croatia,2013,female_suicide,7
Croatia,2012,both_suicide,18.4
Croatia,2012,male_suicide,29
Croatia,2012,female_suicide,8.6
Croatia,2011,both_suicide,16.4
Croatia,2011,male_suicide,25.1
Croatia,2011,female_suicide,8.4
Croatia,2010,both_suicide,18.3
Croatia,2010,male_suicide,28.4
Croatia,2010,female_suicide,9
Croatia,2009,both_suicide,18.3
Croatia,2009,male_suicide,29.6
Croatia,2009,female_suicide,7.8
Croatia,2008,both_suicide,18.4
Croatia,2008,male_suicide,29.2
Croatia,2008,female_suicide,8.3
Croatia,2007,both_suicide,18.1
Croatia,2007,male_suicide,27.9
Croatia,2007,female_suicide,9
Croatia,2006,both_suicide,18.3
Croatia,2006,male_suicide,27.1
Croatia,2006,female_suicide,10
Croatia,2005,both_suicide,20.1
Croatia,2005,male_suicide,31
Croatia,2005,female_suicide,9.9
Croatia,2004,both_suicide,20.2
Croatia,2004,male_suicide,31
Croatia,2004,female_suicide,10.2
Croatia,2003,both_suicide,19.7
Croatia,2003,male_suicide,31.9
Croatia,2003,female_suicide,8.5
Croatia,2002,both_suicide,19.5
Croatia,2002,male_suicide,29.8
Croatia,2002,female_suicide,10
Croatia,2001,both_suicide,19.7
Croatia,2001,male_suicide,30.5
Croatia,2001,female_suicide,9.8
Croatia,2000,both_suicide,20.8
Croatia,2000,male_suicide,32.1
Croatia,2000,female_suicide,10.3
Cuba,2019,both_suicide,14.5
Cuba,2019,male_suicide,23
Cuba,2019,female_suicide,6
Cuba,2018,both_suicide,14.3
Cuba,2018,male_suicide,22.7
Cuba,2018,female_suicide,5.9
Cuba,2017,both_suicide,14.5
Cuba,2017,male_suicide,22.9
Cuba,2017,female_suicide,6.3
Cuba,2016,both_suicide,13.4
Cuba,2016,male_suicide,21.4
Cuba,2016,female_suicide,5.4
Cuba,2015,both_suicide,14
Cuba,2015,male_suicide,22.5
Cuba,2015,female_suicide,5.6
Cuba,2014,both_suicide,13.4
Cuba,2014,male_suicide,21.3
Cuba,2014,female_suicide,5.7
Cuba,2013,both_suicide,13.9
Cuba,2013,male_suicide,22.4
Cuba,2013,female_suicide,5.6
Cuba,2012,both_suicide,13.8
Cuba,2012,male_suicide,22.3
Cuba,2012,female_suicide,5.4
Cuba,2011,both_suicide,14.1
Cuba,2011,male_suicide,22.5
Cuba,2011,female_suicide,5.9
Cuba,2010,both_suicide,14.4
Cuba,2010,male_suicide,22.9
Cuba,2010,female_suicide,6.1
Cuba,2009,both_suicide,13.7
Cuba,2009,male_suicide,21.3
Cuba,2009,female_suicide,6.2
Cuba,2008,both_suicide,12.9
Cuba,2008,male_suicide,20
Cuba,2008,female_suicide,5.8
Cuba,2007,both_suicide,12.2
Cuba,2007,male_suicide,19.4
Cuba,2007,female_suicide,5
Cuba,2006,both_suicide,12.7
Cuba,2006,male_suicide,20.4
Cuba,2006,female_suicide,5.1
Cuba,2005,both_suicide,12.9
Cuba,2005,male_suicide,19.4
Cuba,2005,female_suicide,6.5
Cuba,2004,both_suicide,13.9
Cuba,2004,male_suicide,21
Cuba,2004,female_suicide,6.9
Cuba,2003,both_suicide,13.8
Cuba,2003,male_suicide,20.7
Cuba,2003,female_suicide,6.8
Cuba,2002,both_suicide,14.7
Cuba,2002,male_suicide,21.1
Cuba,2002,female_suicide,8.4
Cuba,2001,both_suicide,15.3
Cuba,2001,male_suicide,22.3
Cuba,2001,female_suicide,8.3
Cuba,2000,both_suicide,17.2
Cuba,2000,male_suicide,24.6
Cuba,2000,female_suicide,9.8
Cyprus,2019,both_suicide,3.6
Cyprus,2019,male_suicide,6
Cyprus,2019,female_suicide,1.3
Cyprus,2018,both_suicide,4.2
Cyprus,2018,male_suicide,6.6
Cyprus,2018,female_suicide,1.8
Cyprus,2017,both_suicide,3.7
Cyprus,2017,male_suicide,6.4
Cyprus,2017,female_suicide,1
Cyprus,2016,both_suicide,4.6
Cyprus,2016,male_suicide,8
Cyprus,2016,female_suicide,1.2
Cyprus,2015,both_suicide,4.7
Cyprus,2015,male_suicide,7.3
Cyprus,2015,female_suicide,2.1
Cyprus,2014,both_suicide,5.4
Cyprus,2014,male_suicide,7.6
Cyprus,2014,female_suicide,3.1
Cyprus,2013,both_suicide,5.7
Cyprus,2013,male_suicide,10.2
Cyprus,2013,female_suicide,1.3
Cyprus,2012,both_suicide,5.4
Cyprus,2012,male_suicide,9.9
Cyprus,2012,female_suicide,0.9
Cyprus,2011,both_suicide,4.3
Cyprus,2011,male_suicide,7.6
Cyprus,2011,female_suicide,1
Cyprus,2010,both_suicide,5.3
Cyprus,2010,male_suicide,8.4
Cyprus,2010,female_suicide,2.1
Cyprus,2009,both_suicide,4.5
Cyprus,2009,male_suicide,7.5
Cyprus,2009,female_suicide,1.4
Cyprus,2008,both_suicide,6.1
Cyprus,2008,male_suicide,9
Cyprus,2008,female_suicide,3.2
Cyprus,2007,both_suicide,3.1
Cyprus,2007,male_suicide,4.8
Cyprus,2007,female_suicide,1.5
Cyprus,2006,both_suicide,3.5
Cyprus,2006,male_suicide,4.7
Cyprus,2006,female_suicide,2.3
Cyprus,2005,both_suicide,2.6
Cyprus,2005,male_suicide,3.9
Cyprus,2005,female_suicide,1.3
Cyprus,2004,both_suicide,0.9
Cyprus,2004,male_suicide,1.3
Cyprus,2004,female_suicide,0.4
Cyprus,2003,both_suicide,2.2
Cyprus,2003,male_suicide,3.1
Cyprus,2003,female_suicide,1.3
Cyprus,2002,both_suicide,2.2
Cyprus,2002,male_suicide,3
Cyprus,2002,female_suicide,1.3
Cyprus,2001,both_suicide,2.1
Cyprus,2001,male_suicide,2.9
Cyprus,2001,female_suicide,1.3
Cyprus,2000,both_suicide,2
Cyprus,2000,male_suicide,2.8
Cyprus,2000,female_suicide,1.3
Czechia,2019,both_suicide,12.2
Czechia,2019,male_suicide,19.8
Czechia,2019,female_suicide,4.8
Czechia,2018,both_suicide,13.6
